transaction_id,product_id,quantity,product_name,category,cost_price,selling_price,customer_id,transaction_date,revenue,profit,month
562,1,1,Milk,Dairy,4.06,5.17,491,7/2/2024,5.17,1.11,2024-07
562,2,1,Bread,Bakery,9.53,12.6,491,7/2/2024,12.6,3.07,2024-07
562,14,3,Juice,Beverages,2.52,3.62,491,7/2/2024,10.86,3.3,2024-07
562,3,3,Feta Cheese,Dairy,7.45,10.5,491,7/2/2024,31.5,9.15,2024-07
563,4,2,Yogurt,Dairy,6.19,8.5,444,6/26/2024,17,4.62,2024-06
563,11,2,Coffee,Beverages,0.7,1.06,444,6/26/2024,2.12,0.72,2024-06
563,6,3,Pasta,Grocery,1.98,2.86,444,6/26/2024,8.58,2.64,2024-06
563,11,2,Coffee,Beverages,0.7,1.06,444,6/26/2024,2.12,0.72,2024-06
563,3,2,Feta Cheese,Dairy,7.45,10.5,444,6/26/2024,21,6.1,2024-06
564,13,3,Butter,Dairy,8.41,11.82,101,10/20/2024,35.46,10.23,2024-10
564,5,2,Olive Oil,Grocery,1.98,2.61,101,10/20/2024,5.22,1.26,2024-10
564,10,1,Apples,Fruits,7.23,9.99,101,10/20/2024,9.99,2.76,2024-10
565,13,1,Butter,Dairy,8.41,11.82,481,12/5/2024,11.82,3.41,2024-12
565,10,1,Apples,Fruits,7.23,9.99,481,12/5/2024,9.99,2.76,2024-12
566,7,2,Rice,Grocery,1.05,1.32,264,5/30/2024,2.64,0.54,2024-05
566,4,2,Yogurt,Dairy,6.19,8.5,264,5/30/2024,17,4.62,2024-05
566,12,1,Sugar,Grocery,9.71,12.43,264,5/30/2024,12.43,2.72,2024-05
567,13,1,Butter,Dairy,8.41,11.82,53,5/5/2024,11.82,3.41,2024-05
568,15,2,Soft Drinks,Beverages,2.23,2.72,60,10/27/2024,5.44,0.98,2024-10
568,4,1,Yogurt,Dairy,6.19,8.5,60,10/27/2024,8.5,2.31,2024-10
568,13,2,Butter,Dairy,8.41,11.82,60,10/27/2024,23.64,6.82,2024-10
569,5,1,Olive Oil,Grocery,1.98,2.61,492,11/3/2024,2.61,0.63,2024-11
569,9,1,Eggs,Dairy,6.21,8.36,492,11/3/2024,8.36,2.15,2024-11
569,13,2,Butter,Dairy,8.41,11.82,492,11/3/2024,23.64,6.82,2024-11
569,13,2,Butter,Dairy,8.41,11.82,492,11/3/2024,23.64,6.82,2024-11
570,11,3,Coffee,Beverages,0.7,1.06,108,12/1/2024,3.18,1.08,2024-12
570,3,3,Feta Cheese,Dairy,7.45,10.5,108,12/1/2024,31.5,9.15,2024-12
570,10,2,Apples,Fruits,7.23,9.99,108,12/1/2024,19.98,5.52,2024-12
570,13,3,Butter,Dairy,8.41,11.82,108,12/1/2024,35.46,10.23,2024-12
570,10,1,Apples,Fruits,7.23,9.99,108,12/1/2024,9.99,2.76,2024-12
571,14,3,Juice,Beverages,2.52,3.62,5,8/21/2024,10.86,3.3,2024-08
571,12,1,Sugar,Grocery,9.71,12.43,5,8/21/2024,12.43,2.72,2024-08
571,12,3,Sugar,Grocery,9.71,12.43,5,8/21/2024,37.29,8.16,2024-08
571,7,3,Rice,Grocery,1.05,1.32,5,8/21/2024,3.96,0.81,2024-08
571,1,3,Milk,Dairy,4.06,5.17,5,8/21/2024,15.51,3.33,2024-08
572,3,1,Feta Cheese,Dairy,7.45,10.5,103,1/8/2024,10.5,3.05,2024-01
572,15,2,Soft Drinks,Beverages,2.23,2.72,103,1/8/2024,5.44,0.98,2024-01
572,11,3,Coffee,Beverages,0.7,1.06,103,1/8/2024,3.18,1.08,2024-01
572,13,1,Butter,Dairy,8.41,11.82,103,1/8/2024,11.82,3.41,2024-01
572,3,2,Feta Cheese,Dairy,7.45,10.5,103,1/8/2024,21,6.1,2024-01
573,8,2,Chicken,Meat,8.73,11.5,196,12/6/2024,23,5.54,2024-12
574,5,3,Olive Oil,Grocery,1.98,2.61,262,5/8/2024,7.83,1.89,2024-05
574,5,1,Olive Oil,Grocery,1.98,2.61,262,5/8/2024,2.61,0.63,2024-05
574,1,1,Milk,Dairy,4.06,5.17,262,5/8/2024,5.17,1.11,2024-05
575,6,3,Pasta,Grocery,1.98,2.86,365,9/20/2024,8.58,2.64,2024-09
575,15,3,Soft Drinks,Beverages,2.23,2.72,365,9/20/2024,8.16,1.47,2024-09
575,5,2,Olive Oil,Grocery,1.98,2.61,365,9/20/2024,5.22,1.26,2024-09
575,11,2,Coffee,Beverages,0.7,1.06,365,9/20/2024,2.12,0.72,2024-09
576,15,2,Soft Drinks,Beverages,2.23,2.72,480,6/5/2024,5.44,0.98,2024-06
576,5,2,Olive Oil,Grocery,1.98,2.61,480,6/5/2024,5.22,1.26,2024-06
576,11,3,Coffee,Beverages,0.7,1.06,480,6/5/2024,3.18,1.08,2024-06
576,12,1,Sugar,Grocery,9.71,12.43,480,6/5/2024,12.43,2.72,2024-06
576,1,1,Milk,Dairy,4.06,5.17,480,6/5/2024,5.17,1.11,2024-06
577,12,2,Sugar,Grocery,9.71,12.43,372,12/17/2024,24.86,5.44,2024-12
577,1,3,Milk,Dairy,4.06,5.17,372,12/17/2024,15.51,3.33,2024-12
578,10,2,Apples,Fruits,7.23,9.99,350,12/23/2024,19.98,5.52,2024-12
578,15,3,Soft Drinks,Beverages,2.23,2.72,350,12/23/2024,8.16,1.47,2024-12
578,10,2,Apples,Fruits,7.23,9.99,350,12/23/2024,19.98,5.52,2024-12
579,1,2,Milk,Dairy,4.06,5.17,47,1/5/2024,10.34,2.22,2024-01
579,8,3,Chicken,Meat,8.73,11.5,47,1/5/2024,34.5,8.31,2024-01
579,15,3,Soft Drinks,Beverages,2.23,2.72,47,1/5/2024,8.16,1.47,2024-01
580,9,3,Eggs,Dairy,6.21,8.36,355,3/26/2024,25.08,6.45,2024-03
580,2,1,Bread,Bakery,9.53,12.6,355,3/26/2024,12.6,3.07,2024-03
580,3,1,Feta Cheese,Dairy,7.45,10.5,355,3/26/2024,10.5,3.05,2024-03
581,2,3,Bread,Bakery,9.53,12.6,311,6/23/2024,37.8,9.21,2024-06
581,15,3,Soft Drinks,Beverages,2.23,2.72,311,6/23/2024,8.16,1.47,2024-06
581,15,3,Soft Drinks,Beverages,2.23,2.72,311,6/23/2024,8.16,1.47,2024-06
582,3,3,Feta Cheese,Dairy,7.45,10.5,424,10/16/2024,31.5,9.15,2024-10
582,9,1,Eggs,Dairy,6.21,8.36,424,10/16/2024,8.36,2.15,2024-10
582,1,1,Milk,Dairy,4.06,5.17,424,10/16/2024,5.17,1.11,2024-10
582,1,1,Milk,Dairy,4.06,5.17,424,10/16/2024,5.17,1.11,2024-10
582,8,3,Chicken,Meat,8.73,11.5,424,10/16/2024,34.5,8.31,2024-10
583,11,1,Coffee,Beverages,0.7,1.06,308,7/11/2024,1.06,0.36,2024-07
583,13,3,Butter,Dairy,8.41,11.82,308,7/11/2024,35.46,10.23,2024-07
583,14,1,Juice,Beverages,2.52,3.62,308,7/11/2024,3.62,1.1,2024-07
584,6,1,Pasta,Grocery,1.98,2.86,144,11/6/2024,2.86,0.88,2024-11
584,6,3,Pasta,Grocery,1.98,2.86,144,11/6/2024,8.58,2.64,2024-11
585,6,2,Pasta,Grocery,1.98,2.86,269,4/28/2024,5.72,1.76,2024-04
585,10,2,Apples,Fruits,7.23,9.99,269,4/28/2024,19.98,5.52,2024-04
585,5,2,Olive Oil,Grocery,1.98,2.61,269,4/28/2024,5.22,1.26,2024-04
586,8,3,Chicken,Meat,8.73,11.5,370,8/5/2024,34.5,8.31,2024-08
587,14,3,Juice,Beverages,2.52,3.62,124,4/23/2024,10.86,3.3,2024-04
588,3,2,Feta Cheese,Dairy,7.45,10.5,106,5/24/2024,21,6.1,2024-05
588,8,2,Chicken,Meat,8.73,11.5,106,5/24/2024,23,5.54,2024-05
588,1,3,Milk,Dairy,4.06,5.17,106,5/24/2024,15.51,3.33,2024-05
589,1,1,Milk,Dairy,4.06,5.17,158,1/26/2024,5.17,1.11,2024-01
589,5,1,Olive Oil,Grocery,1.98,2.61,158,1/26/2024,2.61,0.63,2024-01
589,15,1,Soft Drinks,Beverages,2.23,2.72,158,1/26/2024,2.72,0.49,2024-01
590,8,1,Chicken,Meat,8.73,11.5,147,5/15/2024,11.5,2.77,2024-05
590,12,1,Sugar,Grocery,9.71,12.43,147,5/15/2024,12.43,2.72,2024-05
590,15,1,Soft Drinks,Beverages,2.23,2.72,147,5/15/2024,2.72,0.49,2024-05
590,4,3,Yogurt,Dairy,6.19,8.5,147,5/15/2024,25.5,6.93,2024-05
590,2,3,Bread,Bakery,9.53,12.6,147,5/15/2024,37.8,9.21,2024-05
591,2,2,Bread,Bakery,9.53,12.6,145,10/29/2024,25.2,6.14,2024-10
592,14,3,Juice,Beverages,2.52,3.62,120,8/19/2024,10.86,3.3,2024-08
592,6,3,Pasta,Grocery,1.98,2.86,120,8/19/2024,8.58,2.64,2024-08
592,3,3,Feta Cheese,Dairy,7.45,10.5,120,8/19/2024,31.5,9.15,2024-08
592,14,1,Juice,Beverages,2.52,3.62,120,8/19/2024,3.62,1.1,2024-08
593,2,1,Bread,Bakery,9.53,12.6,319,3/16/2024,12.6,3.07,2024-03
593,13,3,Butter,Dairy,8.41,11.82,319,3/16/2024,35.46,10.23,2024-03
593,11,2,Coffee,Beverages,0.7,1.06,319,3/16/2024,2.12,0.72,2024-03
593,2,1,Bread,Bakery,9.53,12.6,319,3/16/2024,12.6,3.07,2024-03
593,7,2,Rice,Grocery,1.05,1.32,319,3/16/2024,2.64,0.54,2024-03
594,12,2,Sugar,Grocery,9.71,12.43,275,11/23/2024,24.86,5.44,2024-11
594,12,2,Sugar,Grocery,9.71,12.43,275,11/23/2024,24.86,5.44,2024-11
595,10,1,Apples,Fruits,7.23,9.99,92,12/10/2024,9.99,2.76,2024-12
595,8,3,Chicken,Meat,8.73,11.5,92,12/10/2024,34.5,8.31,2024-12
596,2,3,Bread,Bakery,9.53,12.6,58,10/28/2024,37.8,9.21,2024-10
596,3,3,Feta Cheese,Dairy,7.45,10.5,58,10/28/2024,31.5,9.15,2024-10
596,14,2,Juice,Beverages,2.52,3.62,58,10/28/2024,7.24,2.2,2024-10
596,7,3,Rice,Grocery,1.05,1.32,58,10/28/2024,3.96,0.81,2024-10
597,7,1,Rice,Grocery,1.05,1.32,439,10/15/2024,1.32,0.27,2024-10
597,7,1,Rice,Grocery,1.05,1.32,439,10/15/2024,1.32,0.27,2024-10
597,1,1,Milk,Dairy,4.06,5.17,439,10/15/2024,5.17,1.11,2024-10
597,14,1,Juice,Beverages,2.52,3.62,439,10/15/2024,3.62,1.1,2024-10
597,13,1,Butter,Dairy,8.41,11.82,439,10/15/2024,11.82,3.41,2024-10
598,5,3,Olive Oil,Grocery,1.98,2.61,346,1/1/2024,7.83,1.89,2024-01
598,9,1,Eggs,Dairy,6.21,8.36,346,1/1/2024,8.36,2.15,2024-01
598,6,3,Pasta,Grocery,1.98,2.86,346,1/1/2024,8.58,2.64,2024-01
599,7,3,Rice,Grocery,1.05,1.32,229,5/26/2024,3.96,0.81,2024-05
600,10,2,Apples,Fruits,7.23,9.99,474,10/13/2024,19.98,5.52,2024-10
600,4,2,Yogurt,Dairy,6.19,8.5,474,10/13/2024,17,4.62,2024-10
601,12,2,Sugar,Grocery,9.71,12.43,117,5/21/2024,24.86,5.44,2024-05
601,4,1,Yogurt,Dairy,6.19,8.5,117,5/21/2024,8.5,2.31,2024-05
602,13,3,Butter,Dairy,8.41,11.82,318,2/22/2024,35.46,10.23,2024-02
602,7,2,Rice,Grocery,1.05,1.32,318,2/22/2024,2.64,0.54,2024-02
602,12,3,Sugar,Grocery,9.71,12.43,318,2/22/2024,37.29,8.16,2024-02
602,15,2,Soft Drinks,Beverages,2.23,2.72,318,2/22/2024,5.44,0.98,2024-02
603,2,2,Bread,Bakery,9.53,12.6,279,10/30/2024,25.2,6.14,2024-10
603,15,3,Soft Drinks,Beverages,2.23,2.72,279,10/30/2024,8.16,1.47,2024-10
604,12,1,Sugar,Grocery,9.71,12.43,127,3/9/2024,12.43,2.72,2024-03
605,15,1,Soft Drinks,Beverages,2.23,2.72,393,12/26/2024,2.72,0.49,2024-12
606,13,2,Butter,Dairy,8.41,11.82,396,3/30/2024,23.64,6.82,2024-03
606,2,2,Bread,Bakery,9.53,12.6,396,3/30/2024,25.2,6.14,2024-03
607,7,2,Rice,Grocery,1.05,1.32,129,8/7/2024,2.64,0.54,2024-08
608,6,1,Pasta,Grocery,1.98,2.86,58,7/10/2024,2.86,0.88,2024-07
609,9,1,Eggs,Dairy,6.21,8.36,122,3/3/2024,8.36,2.15,2024-03
609,12,3,Sugar,Grocery,9.71,12.43,122,3/3/2024,37.29,8.16,2024-03
609,9,1,Eggs,Dairy,6.21,8.36,122,3/3/2024,8.36,2.15,2024-03
609,11,3,Coffee,Beverages,0.7,1.06,122,3/3/2024,3.18,1.08,2024-03
610,11,2,Coffee,Beverages,0.7,1.06,1,3/13/2024,2.12,0.72,2024-03
611,4,2,Yogurt,Dairy,6.19,8.5,239,6/9/2024,17,4.62,2024-06
611,15,3,Soft Drinks,Beverages,2.23,2.72,239,6/9/2024,8.16,1.47,2024-06
611,13,3,Butter,Dairy,8.41,11.82,239,6/9/2024,35.46,10.23,2024-06
611,1,2,Milk,Dairy,4.06,5.17,239,6/9/2024,10.34,2.22,2024-06
612,3,1,Feta Cheese,Dairy,7.45,10.5,290,6/17/2024,10.5,3.05,2024-06
612,1,2,Milk,Dairy,4.06,5.17,290,6/17/2024,10.34,2.22,2024-06
612,7,2,Rice,Grocery,1.05,1.32,290,6/17/2024,2.64,0.54,2024-06
612,13,1,Butter,Dairy,8.41,11.82,290,6/17/2024,11.82,3.41,2024-06
613,11,1,Coffee,Beverages,0.7,1.06,96,3/29/2024,1.06,0.36,2024-03
613,8,3,Chicken,Meat,8.73,11.5,96,3/29/2024,34.5,8.31,2024-03
613,10,3,Apples,Fruits,7.23,9.99,96,3/29/2024,29.97,8.28,2024-03
613,7,1,Rice,Grocery,1.05,1.32,96,3/29/2024,1.32,0.27,2024-03
614,11,1,Coffee,Beverages,0.7,1.06,126,6/24/2024,1.06,0.36,2024-06
614,5,1,Olive Oil,Grocery,1.98,2.61,126,6/24/2024,2.61,0.63,2024-06
614,8,3,Chicken,Meat,8.73,11.5,126,6/24/2024,34.5,8.31,2024-06
614,1,3,Milk,Dairy,4.06,5.17,126,6/24/2024,15.51,3.33,2024-06
614,9,2,Eggs,Dairy,6.21,8.36,126,6/24/2024,16.72,4.3,2024-06
615,5,3,Olive Oil,Grocery,1.98,2.61,118,9/25/2024,7.83,1.89,2024-09
616,12,1,Sugar,Grocery,9.71,12.43,48,3/13/2024,12.43,2.72,2024-03
616,10,1,Apples,Fruits,7.23,9.99,48,3/13/2024,9.99,2.76,2024-03
616,5,2,Olive Oil,Grocery,1.98,2.61,48,3/13/2024,5.22,1.26,2024-03
617,9,3,Eggs,Dairy,6.21,8.36,89,9/1/2024,25.08,6.45,2024-09
617,15,2,Soft Drinks,Beverages,2.23,2.72,89,9/1/2024,5.44,0.98,2024-09
617,14,3,Juice,Beverages,2.52,3.62,89,9/1/2024,10.86,3.3,2024-09
617,12,1,Sugar,Grocery,9.71,12.43,89,9/1/2024,12.43,2.72,2024-09
618,7,1,Rice,Grocery,1.05,1.32,488,3/17/2024,1.32,0.27,2024-03
618,13,2,Butter,Dairy,8.41,11.82,488,3/17/2024,23.64,6.82,2024-03
618,5,1,Olive Oil,Grocery,1.98,2.61,488,3/17/2024,2.61,0.63,2024-03
618,4,3,Yogurt,Dairy,6.19,8.5,488,3/17/2024,25.5,6.93,2024-03
619,9,1,Eggs,Dairy,6.21,8.36,237,6/7/2024,8.36,2.15,2024-06
619,6,3,Pasta,Grocery,1.98,2.86,237,6/7/2024,8.58,2.64,2024-06
620,4,1,Yogurt,Dairy,6.19,8.5,373,11/19/2024,8.5,2.31,2024-11
621,13,2,Butter,Dairy,8.41,11.82,385,4/7/2024,23.64,6.82,2024-04
621,9,3,Eggs,Dairy,6.21,8.36,385,4/7/2024,25.08,6.45,2024-04
621,4,2,Yogurt,Dairy,6.19,8.5,385,4/7/2024,17,4.62,2024-04
621,3,2,Feta Cheese,Dairy,7.45,10.5,385,4/7/2024,21,6.1,2024-04
621,12,1,Sugar,Grocery,9.71,12.43,385,4/7/2024,12.43,2.72,2024-04
622,8,2,Chicken,Meat,8.73,11.5,272,4/11/2024,23,5.54,2024-04
622,6,1,Pasta,Grocery,1.98,2.86,272,4/11/2024,2.86,0.88,2024-04
622,4,1,Yogurt,Dairy,6.19,8.5,272,4/11/2024,8.5,2.31,2024-04
622,12,3,Sugar,Grocery,9.71,12.43,272,4/11/2024,37.29,8.16,2024-04
623,13,1,Butter,Dairy,8.41,11.82,189,5/11/2024,11.82,3.41,2024-05
623,1,2,Milk,Dairy,4.06,5.17,189,5/11/2024,10.34,2.22,2024-05
623,6,2,Pasta,Grocery,1.98,2.86,189,5/11/2024,5.72,1.76,2024-05
624,12,3,Sugar,Grocery,9.71,12.43,487,4/11/2024,37.29,8.16,2024-04
624,5,2,Olive Oil,Grocery,1.98,2.61,487,4/11/2024,5.22,1.26,2024-04
624,14,1,Juice,Beverages,2.52,3.62,487,4/11/2024,3.62,1.1,2024-04
624,5,2,Olive Oil,Grocery,1.98,2.61,487,4/11/2024,5.22,1.26,2024-04
624,8,2,Chicken,Meat,8.73,11.5,487,4/11/2024,23,5.54,2024-04
625,4,2,Yogurt,Dairy,6.19,8.5,192,1/19/2024,17,4.62,2024-01
626,3,1,Feta Cheese,Dairy,7.45,10.5,447,3/22/2024,10.5,3.05,2024-03
626,3,3,Feta Cheese,Dairy,7.45,10.5,447,3/22/2024,31.5,9.15,2024-03
627,12,2,Sugar,Grocery,9.71,12.43,69,10/5/2024,24.86,5.44,2024-10
628,8,1,Chicken,Meat,8.73,11.5,278,12/4/2024,11.5,2.77,2024-12
628,11,1,Coffee,Beverages,0.7,1.06,278,12/4/2024,1.06,0.36,2024-12
628,4,2,Yogurt,Dairy,6.19,8.5,278,12/4/2024,17,4.62,2024-12
628,12,2,Sugar,Grocery,9.71,12.43,278,12/4/2024,24.86,5.44,2024-12
629,4,3,Yogurt,Dairy,6.19,8.5,349,12/30/2024,25.5,6.93,2024-12
630,15,1,Soft Drinks,Beverages,2.23,2.72,247,11/26/2024,2.72,0.49,2024-11
630,8,2,Chicken,Meat,8.73,11.5,247,11/26/2024,23,5.54,2024-11
630,12,3,Sugar,Grocery,9.71,12.43,247,11/26/2024,37.29,8.16,2024-11
630,6,1,Pasta,Grocery,1.98,2.86,247,11/26/2024,2.86,0.88,2024-11
631,11,3,Coffee,Beverages,0.7,1.06,451,5/8/2024,3.18,1.08,2024-05
631,14,1,Juice,Beverages,2.52,3.62,451,5/8/2024,3.62,1.1,2024-05
632,5,2,Olive Oil,Grocery,1.98,2.61,76,12/9/2024,5.22,1.26,2024-12
632,7,1,Rice,Grocery,1.05,1.32,76,12/9/2024,1.32,0.27,2024-12
633,1,3,Milk,Dairy,4.06,5.17,154,11/5/2024,15.51,3.33,2024-11
634,7,1,Rice,Grocery,1.05,1.32,144,3/29/2024,1.32,0.27,2024-03
634,14,3,Juice,Beverages,2.52,3.62,144,3/29/2024,10.86,3.3,2024-03
635,4,1,Yogurt,Dairy,6.19,8.5,435,7/31/2024,8.5,2.31,2024-07
635,7,3,Rice,Grocery,1.05,1.32,435,7/31/2024,3.96,0.81,2024-07
635,3,1,Feta Cheese,Dairy,7.45,10.5,435,7/31/2024,10.5,3.05,2024-07
635,11,1,Coffee,Beverages,0.7,1.06,435,7/31/2024,1.06,0.36,2024-07
635,7,1,Rice,Grocery,1.05,1.32,435,7/31/2024,1.32,0.27,2024-07
636,6,3,Pasta,Grocery,1.98,2.86,485,5/22/2024,8.58,2.64,2024-05
636,4,3,Yogurt,Dairy,6.19,8.5,485,5/22/2024,25.5,6.93,2024-05
636,13,1,Butter,Dairy,8.41,11.82,485,5/22/2024,11.82,3.41,2024-05
636,13,2,Butter,Dairy,8.41,11.82,485,5/22/2024,23.64,6.82,2024-05
636,2,1,Bread,Bakery,9.53,12.6,485,5/22/2024,12.6,3.07,2024-05
637,7,2,Rice,Grocery,1.05,1.32,86,3/5/2024,2.64,0.54,2024-03
637,4,2,Yogurt,Dairy,6.19,8.5,86,3/5/2024,17,4.62,2024-03
637,8,1,Chicken,Meat,8.73,11.5,86,3/5/2024,11.5,2.77,2024-03
637,7,1,Rice,Grocery,1.05,1.32,86,3/5/2024,1.32,0.27,2024-03
638,2,3,Bread,Bakery,9.53,12.6,185,3/16/2024,37.8,9.21,2024-03
638,15,2,Soft Drinks,Beverages,2.23,2.72,185,3/16/2024,5.44,0.98,2024-03
638,9,1,Eggs,Dairy,6.21,8.36,185,3/16/2024,8.36,2.15,2024-03
638,11,2,Coffee,Beverages,0.7,1.06,185,3/16/2024,2.12,0.72,2024-03
639,7,2,Rice,Grocery,1.05,1.32,285,7/17/2024,2.64,0.54,2024-07
639,9,2,Eggs,Dairy,6.21,8.36,285,7/17/2024,16.72,4.3,2024-07
639,9,2,Eggs,Dairy,6.21,8.36,285,7/17/2024,16.72,4.3,2024-07
639,11,1,Coffee,Beverages,0.7,1.06,285,7/17/2024,1.06,0.36,2024-07
640,11,1,Coffee,Beverages,0.7,1.06,462,5/22/2024,1.06,0.36,2024-05
640,5,3,Olive Oil,Grocery,1.98,2.61,462,5/22/2024,7.83,1.89,2024-05
640,15,3,Soft Drinks,Beverages,2.23,2.72,462,5/22/2024,8.16,1.47,2024-05
641,1,1,Milk,Dairy,4.06,5.17,220,11/11/2024,5.17,1.11,2024-11
641,15,2,Soft Drinks,Beverages,2.23,2.72,220,11/11/2024,5.44,0.98,2024-11
641,8,2,Chicken,Meat,8.73,11.5,220,11/11/2024,23,5.54,2024-11
642,9,3,Eggs,Dairy,6.21,8.36,69,4/2/2024,25.08,6.45,2024-04
642,15,1,Soft Drinks,Beverages,2.23,2.72,69,4/2/2024,2.72,0.49,2024-04
642,14,2,Juice,Beverages,2.52,3.62,69,4/2/2024,7.24,2.2,2024-04
642,10,1,Apples,Fruits,7.23,9.99,69,4/2/2024,9.99,2.76,2024-04
643,5,1,Olive Oil,Grocery,1.98,2.61,47,10/31/2024,2.61,0.63,2024-10
643,11,2,Coffee,Beverages,0.7,1.06,47,10/31/2024,2.12,0.72,2024-10
644,2,2,Bread,Bakery,9.53,12.6,497,8/11/2024,25.2,6.14,2024-08
645,2,3,Bread,Bakery,9.53,12.6,94,10/17/2024,37.8,9.21,2024-10
645,13,2,Butter,Dairy,8.41,11.82,94,10/17/2024,23.64,6.82,2024-10
645,5,2,Olive Oil,Grocery,1.98,2.61,94,10/17/2024,5.22,1.26,2024-10
646,6,2,Pasta,Grocery,1.98,2.86,238,4/11/2024,5.72,1.76,2024-04
646,14,2,Juice,Beverages,2.52,3.62,238,4/11/2024,7.24,2.2,2024-04
646,14,2,Juice,Beverages,2.52,3.62,238,4/11/2024,7.24,2.2,2024-04
646,14,2,Juice,Beverages,2.52,3.62,238,4/11/2024,7.24,2.2,2024-04
646,14,1,Juice,Beverages,2.52,3.62,238,4/11/2024,3.62,1.1,2024-04
647,14,2,Juice,Beverages,2.52,3.62,446,9/23/2024,7.24,2.2,2024-09
647,13,1,Butter,Dairy,8.41,11.82,446,9/23/2024,11.82,3.41,2024-09
647,11,1,Coffee,Beverages,0.7,1.06,446,9/23/2024,1.06,0.36,2024-09
648,11,1,Coffee,Beverages,0.7,1.06,500,12/20/2024,1.06,0.36,2024-12
649,11,3,Coffee,Beverages,0.7,1.06,453,4/19/2024,3.18,1.08,2024-04
649,12,2,Sugar,Grocery,9.71,12.43,453,4/19/2024,24.86,5.44,2024-04
650,4,3,Yogurt,Dairy,6.19,8.5,204,11/25/2024,25.5,6.93,2024-11
651,8,3,Chicken,Meat,8.73,11.5,400,9/21/2024,34.5,8.31,2024-09
651,10,2,Apples,Fruits,7.23,9.99,400,9/21/2024,19.98,5.52,2024-09
651,9,3,Eggs,Dairy,6.21,8.36,400,9/21/2024,25.08,6.45,2024-09
651,5,1,Olive Oil,Grocery,1.98,2.61,400,9/21/2024,2.61,0.63,2024-09
652,3,3,Feta Cheese,Dairy,7.45,10.5,218,1/3/2024,31.5,9.15,2024-01
652,7,2,Rice,Grocery,1.05,1.32,218,1/3/2024,2.64,0.54,2024-01
653,10,2,Apples,Fruits,7.23,9.99,474,3/25/2024,19.98,5.52,2024-03
653,4,3,Yogurt,Dairy,6.19,8.5,474,3/25/2024,25.5,6.93,2024-03
654,11,1,Coffee,Beverages,0.7,1.06,432,10/8/2024,1.06,0.36,2024-10
654,2,1,Bread,Bakery,9.53,12.6,432,10/8/2024,12.6,3.07,2024-10
654,11,3,Coffee,Beverages,0.7,1.06,432,10/8/2024,3.18,1.08,2024-10
654,5,2,Olive Oil,Grocery,1.98,2.61,432,10/8/2024,5.22,1.26,2024-10
654,2,3,Bread,Bakery,9.53,12.6,432,10/8/2024,37.8,9.21,2024-10
655,10,2,Apples,Fruits,7.23,9.99,341,11/23/2024,19.98,5.52,2024-11
655,4,3,Yogurt,Dairy,6.19,8.5,341,11/23/2024,25.5,6.93,2024-11
655,14,1,Juice,Beverages,2.52,3.62,341,11/23/2024,3.62,1.1,2024-11
655,11,3,Coffee,Beverages,0.7,1.06,341,11/23/2024,3.18,1.08,2024-11
655,1,3,Milk,Dairy,4.06,5.17,341,11/23/2024,15.51,3.33,2024-11
656,8,2,Chicken,Meat,8.73,11.5,39,10/30/2024,23,5.54,2024-10
656,6,1,Pasta,Grocery,1.98,2.86,39,10/30/2024,2.86,0.88,2024-10
656,6,1,Pasta,Grocery,1.98,2.86,39,10/30/2024,2.86,0.88,2024-10
656,5,2,Olive Oil,Grocery,1.98,2.61,39,10/30/2024,5.22,1.26,2024-10
657,5,2,Olive Oil,Grocery,1.98,2.61,100,4/26/2024,5.22,1.26,2024-04
657,15,3,Soft Drinks,Beverages,2.23,2.72,100,4/26/2024,8.16,1.47,2024-04
657,5,2,Olive Oil,Grocery,1.98,2.61,100,4/26/2024,5.22,1.26,2024-04
657,12,2,Sugar,Grocery,9.71,12.43,100,4/26/2024,24.86,5.44,2024-04
658,6,1,Pasta,Grocery,1.98,2.86,289,8/8/2024,2.86,0.88,2024-08
658,11,1,Coffee,Beverages,0.7,1.06,289,8/8/2024,1.06,0.36,2024-08
658,13,3,Butter,Dairy,8.41,11.82,289,8/8/2024,35.46,10.23,2024-08
659,13,1,Butter,Dairy,8.41,11.82,254,6/2/2024,11.82,3.41,2024-06
659,10,1,Apples,Fruits,7.23,9.99,254,6/2/2024,9.99,2.76,2024-06
659,6,3,Pasta,Grocery,1.98,2.86,254,6/2/2024,8.58,2.64,2024-06
659,11,2,Coffee,Beverages,0.7,1.06,254,6/2/2024,2.12,0.72,2024-06
660,1,1,Milk,Dairy,4.06,5.17,222,6/1/2024,5.17,1.11,2024-06
660,13,3,Butter,Dairy,8.41,11.82,222,6/1/2024,35.46,10.23,2024-06
660,1,3,Milk,Dairy,4.06,5.17,222,6/1/2024,15.51,3.33,2024-06
661,4,1,Yogurt,Dairy,6.19,8.5,357,1/12/2024,8.5,2.31,2024-01
661,14,3,Juice,Beverages,2.52,3.62,357,1/12/2024,10.86,3.3,2024-01
661,3,1,Feta Cheese,Dairy,7.45,10.5,357,1/12/2024,10.5,3.05,2024-01
661,7,3,Rice,Grocery,1.05,1.32,357,1/12/2024,3.96,0.81,2024-01
662,14,1,Juice,Beverages,2.52,3.62,23,5/12/2024,3.62,1.1,2024-05
662,2,1,Bread,Bakery,9.53,12.6,23,5/12/2024,12.6,3.07,2024-05
663,13,1,Butter,Dairy,8.41,11.82,250,10/30/2024,11.82,3.41,2024-10
